"","Date","Open","High","Low","Last","Change","Settle","Volume","Prev. Day Open Interest"
"287",2015-03-26,432.25,435,429,NA,3,430.25,637,5707
"288",2015-03-25,432,433.5,430.75,NA,0.5,433.25,368,5647
"289",2015-03-24,428.75,432.5,428,NA,2.5,432.75,351,5543
"290",2015-03-23,425,430.5,425,NA,4.75,430.25,587,5390
"291",2015-03-20,415,427.25,414.75,NA,10.25,425.5,1620,5304
"292",2015-03-19,420.5,420.5,412.75,NA,1,415.25,594,5055
"293",2015-03-18,415,416.25,409.5,NA,2.75,416.25,335,4981
"294",2015-03-17,420,420.5,412.75,NA,7,413.5,672,4790
"295",2015-03-16,419.5,421.5,416.5,NA,NA,420.5,442,4648
"296",2015-03-13,426.5,427.75,420.75,NA,6.75,420.5,471,4708
"297",2015-03-12,428.75,430,425.5,NA,2.5,427.25,181,4679
"298",2015-03-11,426.75,432.5,426.75,NA,1.5,429.75,206,4554
"299",2015-03-10,427.25,430,423.75,NA,NA,428,114,4517
"300",2015-03-09,429.25,430.5,427,NA,1,428,98,4437
"301",2015-03-06,425,425.75,423.75,NA,3.5,426.5,79,4397
"302",2015-03-05,428.75,431.5,427.5,428,0,429.75,302,4477
"303",2015-03-04,431.75,431.75,426.25,NA,2.5,429.25,91,4437
"304",2015-03-03,430.75,431.5,425.5,NA,3.5,432,124,4404
"305",2015-03-02,432,432.25,427,NA,3,428.75,129,4348
"306",2015-02-27,427.5,433.75,426.25,NA,3.5,432.25,191,4335
"307",2015-02-26,424,428.5,424,NA,4,428.5,209,4346
"308",2015-02-25,424,424.25,420.5,NA,0.5,424,222,4373
"309",2015-02-24,428,432,428,NA,0.5,424.75,311,4345
"310",2015-02-23,428.25,428.25,425,NA,6,425.5,432,4268
"311",2015-02-20,434,434.25,430,NA,3,431.5,348,4133
"312",2015-02-19,430,435.5,428,NA,5.5,435,1121,3635
"313",2015-02-18,433.25,433.25,429.5,430,6.5,429.25,344,3557
"314",2015-02-17,434,435.25,430.75,NA,3.5,435.5,710,3445
"315",2015-02-13,428.25,431.75,428.25,NA,4.5,431.75,89,3432
"316",2015-02-12,429,430.75,425.75,NA,1,427.5,293,3346
"317",2015-02-11,431.75,432.25,428.75,NA,3,429,123,3324
"318",2015-02-10,434.5,434.5,430,NA,2.5,432.5,176,3290
"319",2015-02-09,430,435,428.5,NA,4,434.75,213,3221
"320",2015-02-06,430,432.5,425,NA,0,430.25,80,3185
"321",2015-02-05,430.5,430.5,426,NA,1.5,429.75,84,3136
"322",2015-02-04,428.75,431.25,424.5,NA,1.5,428,195,3053
"323",2015-02-03,418.75,430.5,418.75,NA,14.5,429.75,134,3016
"324",2015-02-02,412.75,421.25,412.25,NA,0.5,415,191,2975
"325",2015-01-30,416.5,416.5,410.75,NA,2.5,414.75,621,2850
"326",2015-01-29,419,419,414.5,NA,1,417.5,143,2834
"327",2015-01-28,424,424,419,NA,7,419,53,2819
"328",2015-01-27,428,430,425.25,NA,2,426,33,2817
"329",2015-01-26,431,431,427.75,NA,3,428.5,120,2798
"330",2015-01-23,428,432.25,426.5,NA,3.5,432,126,2809
"331",2015-01-22,427.75,431.5,426.25,NA,1,428.25,65,2809
"332",2015-01-21,431.75,431.75,428.75,NA,1.5,429.75,65,2819
"333",2015-01-20,425,426.75,425,NA,2,431,44,2810
"334",2015-01-16,427.25,429.25,427.25,NA,7,429,29,2806
"335",2015-01-15,429,429,420.5,NA,1,422,127,2775
"336",2015-01-14,424.5,425.25,421,NA,2.5,423.5,196,2706
"337",2015-01-13,444.75,444.75,426.25,NA,14,426.25,466,2718
"338",2015-01-12,434.5,444,428,NA,4,440.25,291,2626
"339",2015-01-09,431.5,436.25,430.25,NA,4.5,435.75,258,2489
"340",2015-01-08,432,435.25,430.5,NA,3,431.5,94,2437
"341",2015-01-07,443.25,443.5,435.25,NA,8,434.5,21,2427
"342",2015-01-06,442,445.75,441.75,NA,0.5,442.5,82,2421
"343",2015-01-05,438.75,443,438.75,NA,9,443.25,23,2413
"344",2015-01-02,431.75,436.5,431.75,NA,1,434.25,18,2410
"345",2014-12-31,443.75,443.75,440,NA,8.5,435.75,358,2165
"346",2014-12-30,447,447,444.75,NA,5.5,444.5,97,2148
"347",2014-12-29,451.75,453.25,448.75,NA,2,450.25,47,2147
"348",2014-12-26,450,452.75,445.5,NA,6,452.75,15,2147
"349",2014-12-24,449.75,451.25,446,NA,4.5,446.75,36,2128
"350",2014-12-23,448,451.75,448,NA,2,451,83,2139
"351",2014-12-22,448,451,448,NA,0.5,449,35,2144
"352",2014-12-19,448,448,445.75,NA,0,449.25,83,2136
